PID,EntryNum,APIImageCaption,User Query,User Location,User Comments,User Trust,User Satisfaction,Coded Acc:Coverage,Coded Acc:Specificity,Coded Acc:Accuracy,Coded User Goal,Coded Lower Location,Coded Higher Location,Coded User Reaction to Result,Photo Properties,Photo Content,Photo Link
P14,10,a room with a fan and a wall with pictures on it,"i’m noticing that when I am directly at an item, it’s not giving me the description that I’m looking for. I usually have someone around who can tell me whether I focused in the right direction. I took this picture three times and still did not get a description that was satisfactory.",Activity Area,"i’m noticing that when I am directly at an item, it’s not giving me the description that I’m looking for. I usually have someone around who can tell me whether I focused in the right direction. I took this picture three times and still did not get a description that was satisfactory.",1,1,3,2,2,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Alternative to help frame photo', 'Negative reaction to result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from below photo subject', 'Photo is clear', 'Midrange Photo']","['Hanging object', 'Decoration', 'Immobile object', 'Documents', 'Overhead object']",DiaryEntryData/DiaryEntryPhotos/P14_10_01_27_23.jpg
P14,11,a group of ants on a white surface,to know if there was a lot of snow on the ground outside,Hallway,’m doubtful that there were ants there. It didn’t really say anything about snow.,1,1,2,1,2,describeScene,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Photo is clear', 'Midrange Photo']","['Inconvenient to inspect by touch', 'Immobile object', 'Precipitation']",DiaryEntryData/DiaryEntryPhotos/P14_11_01_27_23.jpg
P14,12,a clock on a wall,I wanted the clock to tell me what time it was,Hallway,I think your app needs to show or tell more details about the photograph taken,3,2,2,2,2,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Hanging object', 'Decoration', 'Immobile object', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P14_12_01_27_23.jpg
P14,13,a lamp and a dress from a ceiling,whether or not the lamp was on or off,Bedroom,"i’m finding that when I go back to the picture outside of this application, voiceover will give me a better description than your app does… Sorry about that!",1,2,2,1,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used at a senior home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Comparison to similar apps']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Light source', 'Immobile object', 'Furniture', 'Object out of reach']",DiaryEntryData/DiaryEntryPhotos/P14_13_01_28_23.jpg
P14,14,a room with tables and chairs,Were there any people in the room?,Chapel,"I knew I was at the chapel and they were pews, not tables and chairs. But I wanted to find out if there was anyone in there so that I could go in by myself. Center didn’t mention any people I’m guessing there were none.",3,2,2,2,2,identifyFeatures,"['Used at church', 'Used in an unfamiliar space', 'Used indoors', 'Used in a public space', 'Used at a senior home']","Used in Recreational/Leisure Areas (restaurants, parks, historical sites, etc.)","['Reaction to result', 'Negative reaction to result', 'Critique of result', 'Pulling helpful details from inaccurate result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Overall Photo']","['Hanging object', 'Decoration', 'Immobile object', 'Furniture']",DiaryEntryData/DiaryEntryPhotos/P14_14_01_29_23.jpg
P14,15,a street with cars and buildings,whether they plowed the parking lot or not and if it was snowing,Hallway,"i’m finding that when I go back to the picture outside of this application, voiceover will give me a better description than your app does… Sorry about that!",3,4,1,1,2,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Comparison to similar apps']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Overall Photo']","['Building', 'Immobile object', 'Vehicle', 'Barriers', 'Inconvenient to inspect by touch', 'Group of similar items', 'Precipitation', 'Street object']",DiaryEntryData/DiaryEntryPhotos/P14_15_01_29_23.jpg
P14,16,a bottle of liquid,"wanted to know what color and how much soap was in the container. This would tell me what was in it. I know that if it was orange, it would be acne face soap. If it was green, I knew that it was hand soap.",bathroom,I didn’t even want to know what was written on the bottle just the color and how much. If it was half full or a quarter for something like that.,2,1,3,1,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space', 'Used at a senior home']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Selfcare Object', 'Packaged item', 'Immobile object', 'Text']",DiaryEntryData/DiaryEntryPhotos/P14_16_02_02_23.jpg
P14,17,a toilet with a seat cover,wanted to know if the toilet had been flushed. I suppose I could’ve just flushed it but I hate to waste water. Also wanted to know if the seat was up or down,bathroom,"it describes the picture accurately, but not specific enough",2,4,2,2,2,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Mixed reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Close-up Photo']","['Home appliance', 'Immobile object', 'Body part', 'Person', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P14_17_02_02_23.jpg
P14,18,a room with tables and chairs,If there are any people in the dining room,Dining room,it got it right it didn’t mention any people,4,4,2,2,1,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Overall Photo']","['Furniture', 'Styled floor', 'Immobile object', 'Object on furniture', 'Food']",DiaryEntryData/DiaryEntryPhotos/P14_18_02_04_23.jpg
P14,19,a person standing in a room,I wanted to know if there were any people in the dining room at the tables,Dining room,I knew there were a few people sitting at the tables in wheelchairs. No one was standing that I’m aware of. But at least you told me if they were people there,2,2,1,1,1,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result', 'Being forgiving of AI errors']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Overall Photo']","['Furniture', 'Styled floor', 'Immobile object', 'Object on furniture', 'Food', 'Person']",DiaryEntryData/DiaryEntryPhotos/P14_19_02_04_23.jpg
P14,20,background pattern,I know that we had lots of hearts. I think some with words on it. I snap the picture hoping to find out what the blowups say ,Hallway,needed way more detail,1,1,1,1,1,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Decoration', 'Text', 'Immobile object', 'Symbolic object', 'Group of similar items', 'Multiple objects of interest']",DiaryEntryData/DiaryEntryPhotos/P14_20_02_04_23.jpg
P14,21,a pair of red and white balloons,I wanted to know the shape of the balloon. And the color.,Hallway,"I knew that it was a heart, and they were words on it, but they never told me what color it was, or the words that were on the heart.",2,4,3,3,3,identifyFeatures,"['Used at a senior home', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo is clear', 'Midrange Photo']","['Decoration', 'Text', 'Immobile object', 'Symbolic object', 'Group of similar items', 'Multiple objects of interest']",DiaryEntryData/DiaryEntryPhotos/P14_21_02_04_23.jpg
P13,1,a window with a view of a tree outside,to see outside,My bedroom,NA,2,4,3,3,3,describeScene,"['Used in a familiar space', 'Used in a private space', 'Used indoors', 'Used at home']",Used in Living Spaces/Domiciles,[],"['Photo is not well-lit', 'Night photography', 'Uneven lighting', 'Photo subject of interest is occluded', 'Photo is clear', 'Taken at an eye level photo subject', 'Overall Photo']","['Openings', 'Plants', 'Street object', 'Immobile object', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P13_1_01_11_23.jpg
P13,3,a road with trees on the side,I want to know the scenery what I am driving through.,In a car,description is not clear at all. it gave me general information.,3,3,2,3,3,describeScene,"['Used in an unfamiliar space', 'Used outdoors', 'Used in a private space', 'Used in a vehicle', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Negative reaction to result']","['Photo is well-lit', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Photo subject is blurry', 'Overall Photo']","['Street object', 'Object out of reach', 'Group of similar items', 'Plants', 'Immobile object', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P13_3_01_16_23.jpg
P13,6,a person standing next to a computer,"extra information would be helpful, such as the gate numbers or written in text",Airport,"extra information would be helpful, such as the gate numbers or written in text",1,2,1,1,1,identifyFeatures,"['Used at airport', 'Used in an unfamiliar space', 'Used outdoors', 'Used in a public space', 'Used traveling']","Used in Travel Service Sites (bus stops, airports, etc.)","['Reaction to result', 'Negative reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject not captured', 'Photo is clear', 'Overall Photo']","['Person', 'Furniture', 'Electronic device']",DiaryEntryData/DiaryEntryPhotos/P13_6_01_20_23.jpg
